id,title,description,category,category_label,is_synthetic,split
2139,Full-time part-time status change,The research mode recorded in the portal has not been updated. The request was submitted through the prescribed process.,FT_PT_Conversion,FT_PT_Conversion,True,test
870,Problem with RAC proceedings,My rac meeting has not been communicated. I have been waiting for an official update.,RAC,RAC,True,train
1314,Publication record verification issue,My publication record is still pending. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,train
3194,Other research administration issue,My research-related request is still pending. I am requesting appropriate guidance on the next step.,Other,Other,True,train
124,Issue with PhD admission status,My phd admission approval has not been updated. I submitted all required documents on time.,PhD_Admission,PhD_Admission,True,train
1603,Thesis evaluation not updated,My thesis evaluation has not been updated. I have been waiting for the evaluation update.,Thesis_Evaluation,Thesis_Evaluation,True,test
845,Research Advisory Committee request pending,My rac meeting requires review. The matter is affecting my research timeline.,RAC,RAC,True,train
221,Unable to complete research registration,My enrollment record has not been processed. I need the registration to be completed for my research work.,Registration,Registration,True,test
820,Issue regarding RAC meeting,The recommendations recorded by the rac is still pending. I submitted the relevant research documents.,RAC,RAC,True,validation
3101,Research administration problem,An issue related to my doctoral process has not been resolved. I am requesting appropriate guidance on the next step.,Other,Other,True,train
359,PhD registration issue,The registration details in the portal is showing an error. The registration deadline is approaching.,Registration,Registration,True,validation
1845,Doctoral defense date not received,My viva examination date has not been communicated. The delay is affecting completion of my PhD.,Viva,Viva,True,train
2819,RTI/IIGRS grievance pending,The status of my iigrs request requires clarification. The current status has not changed.,RTI_IIGRS,RTI_IIGRS,True,train
552,Supervisor details not updated,My supervision arrangement needs correction. I need clarification before proceeding with my research.,Supervisor_Related,Supervisor_Related,True,train
2752,Incorrect doctoral record,The information displayed in my account does not match my official documents. I submitted a correction request earlier.,Portal_Data_Correction,Portal_Data_Correction,True,train
3157,Research administration problem,My doctoral administrative problem does not fit the available grievance categories. I have already contacted the concerned office.,Other,Other,True,train
260,Registration request not processed,The research enrollment process is still pending. The required documents are already available.,Registration,Registration,True,train
2959,IIGRS request pending,My grievance under the rti/iigrs process is still pending. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
3122,Research administration problem,My research-related request requires clarification. I have submitted the relevant documents.,Other,Other,True,test
1024,RDC meeting request pending,My research degree committee review requires clarification. The required research documents have already been submitted.,RDC,RDC,True,train
2555,Fellowship payment record incorrect,My scholarship payment requires clarification. I have not received any update from the concerned office.,Fellowship,Fellowship,True,test
1101,RDC meeting request pending,My rdc proposal requires clarification. I need confirmation from the concerned office.,RDC,RDC,True,train
1135,Problem regarding RDC decision,The status of my rdc case has not been updated. The required research documents have already been submitted.,RDC,RDC,True,train
2712,Research portal details need correction,My name and academic details contains incorrect information. I submitted a correction request earlier.,Portal_Data_Correction,Portal_Data_Correction,True,train
2272,Payment record not updated,The fee receipt has not been updated. I need the fee record corrected.,Fee,Fee,True,train
1710,Thesis evaluation not updated,My thesis evaluation record is still pending. My thesis has already been submitted.,Thesis_Evaluation,Thesis_Evaluation,True,train
2288,Payment record not updated,My research fee payment is still pending. The amount was already paid successfully.,Fee,Fee,True,train
2900,Problem with RTI/IIGRS submission,My rti-related matter requires clarification. I am waiting for an official response.,RTI_IIGRS,RTI_IIGRS,True,train
2485,Fellowship payment record incorrect,My monthly stipend is showing an incorrect status. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
457,Problem with research supervisor,The supervisor assigned to my phd is still pending. I need clarification before proceeding with my research.,Supervisor_Related,Supervisor_Related,True,test
463,Problem with research supervisor,The doctoral supervision process needs correction. The current information does not match my records.,Supervisor_Related,Supervisor_Related,True,train
2378,Payment record not updated,The fee transaction in the portal is showing as unpaid. The issue is preventing completion of the required process.,Fee,Fee,True,test
2534,Fellowship status pending,My monthly stipend is still pending. I have not received any update from the concerned office.,Fellowship,Fellowship,True,test
1721,Delay in doctoral thesis assessment,The evaluation of my doctoral thesis appears to be delayed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,test
1460,Thesis submission process delayed,My submitted thesis documents is still pending. The thesis was submitted through the prescribed process.,Thesis_Submission,Thesis_Submission,True,train
382,PhD registration issue,My phd registration cannot be completed. I need the registration to be completed for my research work.,Registration,Registration,True,test
2986,RTI/IIGRS grievance pending,The rti request submitted through the concerned process has not been updated. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
1588,Thesis submission process delayed,The final thesis submission process is showing an incorrect status. The submission deadline has already passed.,Thesis_Submission,Thesis_Submission,True,train
1884,Issue with viva examination,The viva schedule requires clarification. I have completed the required pre-viva formalities.,Viva,Viva,True,train
2064,Part-time conversion pending,My request for a change of research status has not been processed. The request was submitted through the prescribed process.,FT_PT_Conversion,FT_PT_Conversion,True,train
1011,RDC approval pending,My research matter before the rdc has not progressed. The matter was submitted through the prescribed process.,RDC,RDC,True,train
1035,Research Degree Committee issue,My rdc proposal appears to be awaiting review. I have been waiting for the committee's decision.,RDC,RDC,True,train
1602,Issue with thesis evaluation,My thesis review status appears to be delayed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
1507,Problem submitting doctoral thesis,The final thesis submission process has not been updated. The submission deadline has already passed.,Thesis_Submission,Thesis_Submission,True,train
60,Unable to complete PhD admission,My doctoral admission application has not been approved. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,validation
933,Problem with RAC proceedings,The recommendations recorded by the rac requires review. I have completed the required preparation.,RAC,RAC,True,train
2903,IIGRS grievance status issue,My grievance under the rti/iigrs process has not been processed. The current status has not changed.,RTI_IIGRS,RTI_IIGRS,True,train
1162,Research Degree Committee issue,The status of my rdc case has not been communicated. I need confirmation from the concerned office.,RDC,RDC,True,train
3199,General doctoral process grievance,A university research office matter does not fit the available grievance categories. I am requesting appropriate guidance on the next step.,Other,Other,True,train
1628,Thesis review status pending,The evaluation of my doctoral thesis has not progressed. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,validation
2935,IIGRS grievance status issue,The status of my iigrs request has not received a response. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
2624,Portal record correction request,My doctoral profile shows outdated details. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,train
1054,RDC meeting request pending,The rdc approval process requires clarification. The matter was submitted through the prescribed process.,RDC,RDC,True,train
658,Issue with research classes,My registered research courses cannot be completed due to a portal issue. The concerned course has already been completed.,Course_Work,Course_Work,True,validation
3021,General doctoral process grievance,An issue related to my doctoral process requires clarification. The issue is affecting my research work.,Other,Other,True,validation
846,RAC approval pending,The research advisory committee process requires review. I need the concerned office to confirm the next step.,RAC,RAC,True,train
543,Issue regarding doctoral supervision,My research supervisor allocation needs correction. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,train
1558,Thesis submission process delayed,The final thesis submission process requires confirmation. I submitted the required documents successfully.,Thesis_Submission,Thesis_Submission,True,test
2100,Research status conversion issue,My request to convert from full-time to part-time is still pending. The request was submitted through the prescribed process.,FT_PT_Conversion,FT_PT_Conversion,True,train
1351,Research paper verification issue,The paper verification request has not been completed. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,test
2030,Full-time part-time status change,My research status conversion requires approval. The supporting documents have already been provided.,FT_PT_Conversion,FT_PT_Conversion,True,train
3116,General doctoral process grievance,My research administration matter needs attention from the concerned office. I am requesting appropriate guidance on the next step.,Other,Other,True,train
1053,RDC proposal status not updated,My rdc proposal has not progressed. The delay is affecting my research schedule.,RDC,RDC,True,test
2585,Fellowship payment record incorrect,The fellowship record requires clarification. The payment was expected for the current month.,Fellowship,Fellowship,True,train
2000,Problem regarding doctoral defense,My viva status has not been communicated. I have completed the required pre-viva formalities.,Viva,Viva,True,train
1555,Thesis submission not updated,My thesis submission is not visible in the portal. The submission deadline has already passed.,Thesis_Submission,Thesis_Submission,True,train
1792,Problem regarding thesis evaluation,The status of my thesis review appears to be delayed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
3087,Unclassified research-related issue,My research administration matter does not fit the available grievance categories. I have submitted the relevant documents.,Other,Other,True,train
2528,Problem with monthly stipend,My scholarship payment has not been released. The delay is causing difficulty in managing my research expenses.,Fellowship,Fellowship,True,test
1481,Thesis submission record missing,My thesis submission requires confirmation. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,train
2584,Problem with monthly stipend,My research fellowship payment has not been credited. The delay is causing difficulty in managing my research expenses.,Fellowship,Fellowship,True,train
2697,Incorrect doctoral record,My research record in the portal is missing important information. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,train
2280,Research fee payment issue,The fee receipt is showing as unpaid. The payment was made before the deadline.,Fee,Fee,True,train
1476,Thesis submission status pending,My submitted thesis documents is still pending. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,validation
2997,IIGRS grievance status issue,My grievance under the rti/iigrs process has not received a response. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
436,Issue regarding doctoral supervision,The supervisor assigned to my phd requires review. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,test
1045,Problem regarding RDC decision,The rdc approval process has not been updated. The required research documents have already been submitted.,RDC,RDC,True,train
238,Research registration pending,My doctoral registration status has not been processed. The required documents are already available.,Registration,Registration,True,train
2214,Research fee payment issue,The payment status has not generated a receipt. I need the fee record corrected.,Fee,Fee,True,train
1150,RDC proposal status not updated,The rdc decision requires clarification. The delay is affecting my research schedule.,RDC,RDC,True,train
110,PhD admission approval delayed,The doctoral admission process is showing an incorrect status. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,train
2098,Full-time part-time status change,My request for a change of research status is showing the old status. I need the change to be reflected in my academic record.,FT_PT_Conversion,FT_PT_Conversion,True,train
782,Course work credit issue,My coursework credits have not been updated. I have supporting records for the completed work.,Course_Work,Course_Work,True,test
2197,Full-time to part-time conversion request,My full-time to part-time conversion application needs clarification. The supporting documents have already been provided.,FT_PT_Conversion,FT_PT_Conversion,True,train
164,Admission application not updated,The doctoral admission process is still pending. I have already completed the required admission steps.,PhD_Admission,PhD_Admission,True,validation
289,Unable to complete research registration,My doctoral registration status has not been updated. I need the registration to be completed for my research work.,Registration,Registration,True,validation
1642,Problem regarding thesis evaluation,The status of my thesis review appears to be delayed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
253,Unable to complete research registration,My doctoral registration status cannot be completed. I need the registration to be completed for my research work.,Registration,Registration,True,train
2535,Research fellowship issue,My scholarship payment has not been released. The payment was expected for the current month.,Fellowship,Fellowship,True,train
2342,Research fee payment issue,The fee transaction in the portal has not generated a receipt. The amount was already paid successfully.,Fee,Fee,True,test
2125,Research status conversion issue,My request for a change of research status requires approval. The supporting documents have already been provided.,FT_PT_Conversion,FT_PT_Conversion,True,train
768,Course work registration problem,My research coursework are not reflected correctly. I need the academic record corrected.,Course_Work,Course_Work,True,train
788,Course work credit issue,The coursework classes cannot be completed due to a portal issue. I have supporting records for the completed work.,Course_Work,Course_Work,True,validation
1955,Viva examination not scheduled,My doctoral defense requires clarification. I need confirmation of the next step.,Viva,Viva,True,train
1179,RDC approval pending,My rdc proposal requires clarification. The matter was submitted through the prescribed process.,RDC,RDC,True,train
931,Issue regarding RAC meeting,The research advisory committee process is still pending. The matter is affecting my research timeline.,RAC,RAC,True,train
2898,Problem with RTI/IIGRS submission,The status of my iigrs request is awaiting action. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
1437,Issue with thesis submission,The thesis submission status has not been acknowledged. The thesis was submitted through the prescribed process.,Thesis_Submission,Thesis_Submission,True,train
1831,Problem regarding doctoral defense,My viva voce examination requires clarification. I have completed the required pre-viva formalities.,Viva,Viva,True,train
2393,Research fee status pending,The fee transaction in the portal is not reflected. The issue is preventing completion of the required process.,Fee,Fee,True,validation
2592,Fellowship payment delayed,The fellowship amount is showing an incorrect status. The payment was expected for the current month.,Fellowship,Fellowship,True,train
1147,RDC proposal status not updated,The status of my rdc case has not been communicated. I have been waiting for the committee's decision.,RDC,RDC,True,validation
3036,Issue not covered by listed categories,My research administration matter is still pending. I am requesting appropriate guidance on the next step.,Other,Other,True,train
2830,RTI/IIGRS grievance pending,My rti/iigrs case has not received a response. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,test
2068,Problem with research status conversion,My request to convert from full-time to part-time is still pending. I submitted the required application.,FT_PT_Conversion,FT_PT_Conversion,True,train
848,RAC approval pending,My rac schedule needs clarification. I have been waiting for an official update.,RAC,RAC,True,train
2235,Fee payment not reflected,My semester research fee has not generated a receipt. The amount was already paid successfully.,Fee,Fee,True,train
2562,Fellowship payment record incorrect,The fellowship amount is showing an incorrect status. The previous payments were processed normally.,Fellowship,Fellowship,True,train
462,Problem with research supervisor,My request for a supervisor change requires review. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,train
2408,Problem with monthly stipend,My research fellowship payment is still pending. The delay is causing difficulty in managing my research expenses.,Fellowship,Fellowship,True,train
2360,Fee transaction issue,The payment status is still pending. The payment was made before the deadline.,Fee,Fee,True,train
158,Problem during doctoral admission,The admission status in the research portal has not moved to the next stage. I have not received any further update.,PhD_Admission,PhD_Admission,True,train
803,RAC meeting issue,The recommendations recorded by the rac has not been updated. I have been waiting for an official update.,RAC,RAC,True,test
2119,Full-time part-time status change,My request to convert from full-time to part-time is still pending. I am waiting for confirmation from the concerned office.,FT_PT_Conversion,FT_PT_Conversion,True,train
1863,Viva voce scheduling issue,My viva voce examination has not been updated. I have not received the examination schedule.,Viva,Viva,True,train
678,Course work status not updated,The coursework classes are not reflected correctly. I completed the required academic activities.,Course_Work,Course_Work,True,train
2203,Fee payment not reflected,The fee receipt is still pending. The issue is preventing completion of the required process.,Fee,Fee,True,train
1809,Issue with viva examination,The defense process is awaiting confirmation. I have not received the examination schedule.,Viva,Viva,True,test
239,Registration status not updated,My doctoral registration status is still pending. The registration deadline is approaching.,Registration,Registration,True,test
2845,IIGRS grievance status issue,My grievance under the rti/iigrs process is awaiting action. I am waiting for an official response.,RTI_IIGRS,RTI_IIGRS,True,test
3002,Research administration problem,My doctoral administrative problem has not received a response. The issue is affecting my research work.,Other,Other,True,test
244,Unable to complete research registration,The registration details in the portal is showing an error. The registration deadline is approaching.,Registration,Registration,True,test
101,Issue with PhD admission status,The doctoral admission process is awaiting verification. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train
316,Registration status not updated,My doctoral registration status has not been processed. The required documents are already available.,Registration,Registration,True,train
1043,RDC meeting request pending,The rdc approval process requires clarification. The delay is affecting my research schedule.,RDC,RDC,True,train
1188,RDC meeting request pending,The rdc approval process requires clarification. I have been waiting for the committee's decision.,RDC,RDC,True,train
1765,Delay in doctoral thesis assessment,The evaluation of my doctoral thesis has not been updated. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,train
1000,RAC schedule not received,The research advisory committee process has not been communicated. I have been waiting for an official update.,RAC,RAC,True,train
2581,Problem with monthly stipend,The fellowship record has not been credited. The payment was expected for the current month.,Fellowship,Fellowship,True,test
262,PhD registration issue,My phd registration is not reflecting the submitted information. The registration deadline is approaching.,Registration,Registration,True,train
1033,RDC proposal status not updated,My research matter before the rdc is still pending. The delay is affecting my research schedule.,RDC,RDC,True,validation
2668,Incorrect doctoral record,My research record in the portal needs to be updated. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train
196,Problem during doctoral admission,The admission status in the research portal is showing an incorrect status. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,validation
2894,IIGRS request pending,My rti/iigrs case has not received a response. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
3094,Research administration problem,A university research office matter needs attention from the concerned office. The issue is affecting my research work.,Other,Other,True,train
2723,Research portal data correction,My personal information in the research portal contains incorrect information. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
180,PhD admission approval delayed,My doctoral admission application is awaiting verification. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train
835,RAC meeting issue,The research advisory committee process has not been communicated. The matter is affecting my research timeline.,RAC,RAC,True,test
843,Issue regarding RAC meeting,My rac schedule needs clarification. I have been waiting for an official update.,RAC,RAC,True,train
2477,Stipend not credited,The fellowship record is still pending. The payment was expected for the current month.,Fellowship,Fellowship,True,test
1079,Issue with RDC review,The rdc decision appears to be awaiting review. The delay is affecting my research schedule.,RDC,RDC,True,validation
1633,Thesis evaluation not updated,The status of my thesis review has not progressed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,validation
1581,Thesis submission not updated,My submitted thesis documents is not visible in the portal. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,train
341,Research registration pending,The research enrollment process cannot be completed. All requested information has been submitted.,Registration,Registration,True,train
2739,Research portal details need correction,My research record in the portal needs to be updated. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,validation
1346,Publication record verification issue,The paper verification request has not been updated. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,train
749,Course work status not updated,The coursework marks in the portal have not been updated. I completed the required academic activities.,Course_Work,Course_Work,True,train
1226,Publication verification not completed,My publication record has not been processed. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,train
663,Course work status not updated,The coursework marks in the portal cannot be completed due to a portal issue. I need the academic record corrected.,Course_Work,Course_Work,True,train
481,Problem with research supervisor,My supervision arrangement has not been finalized. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,train
804,Issue regarding RAC meeting,My rac approval is still pending. I need the concerned office to confirm the next step.,RAC,RAC,True,train
3182,Issue not covered by listed categories,An issue related to my doctoral process is still pending. I am requesting appropriate guidance on the next step.,Other,Other,True,train
2568,Research fellowship issue,My research fellowship payment has not been updated. I have not received any update from the concerned office.,Fellowship,Fellowship,True,train
1617,Thesis evaluation delayed,The evaluation of my doctoral thesis has not been updated. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train
2600,Research fellowship issue,The fellowship amount has not been released. The delay is causing difficulty in managing my research expenses.,Fellowship,Fellowship,True,train
550,Supervisor allocation issue,My research supervisor allocation needs correction. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,validation
1303,Research paper verification issue,The publication documents submitted for verification is still pending. The delay is affecting my research documentation.,Publication_Verification,Publication_Verification,True,train
784,Problem with course credits,The coursework classes are showing an incorrect value. The concerned course has already been completed.,Course_Work,Course_Work,True,train
2891,IIGRS request pending,My iigrs grievance is still pending. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,test
2105,Full-time part-time status change,My request for a change of research status needs clarification. I submitted the required application.,FT_PT_Conversion,FT_PT_Conversion,True,validation
743,Issue with research classes,My research coursework are missing from my record. I need the academic record corrected.,Course_Work,Course_Work,True,validation
2578,Fellowship payment record incorrect,My pending stipend is showing an incorrect status. The payment was expected for the current month.,Fellowship,Fellowship,True,train
2792,Incorrect doctoral record,My doctoral profile shows outdated details. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
1963,Problem regarding doctoral defense,The viva schedule is still pending. The delay is affecting completion of my PhD.,Viva,Viva,True,test
966,RAC approval pending,My rac meeting has not been communicated. The matter is affecting my research timeline.,RAC,RAC,True,train
3089,Other research administration issue,My research-related request has not received a response. I would like the matter to be reviewed.,Other,Other,True,train
1049,Issue with RDC review,My rdc proposal has not progressed. The matter was submitted through the prescribed process.,RDC,RDC,True,train
2231,Problem with doctoral fee,The fee transaction in the portal has not been updated. The amount was already paid successfully.,Fee,Fee,True,train
1028,Problem regarding RDC decision,My rdc proposal has not been communicated. The matter was submitted through the prescribed process.,RDC,RDC,True,test
2269,Research fee status pending,My doctoral fee record has not generated a receipt. I need the fee record corrected.,Fee,Fee,True,test
1158,Research Degree Committee issue,My rdc proposal has not progressed. The delay is affecting my research schedule.,RDC,RDC,True,train
248,Registration status not updated,My enrollment record has not been processed. All requested information has been submitted.,Registration,Registration,True,train
872,RAC approval pending,The recommendations recorded by the rac requires review. The matter is affecting my research timeline.,RAC,RAC,True,train
3045,General research grievance,My doctoral administrative problem has not been resolved. I have submitted the relevant documents.,Other,Other,True,test
3025,Unclassified research-related issue,My research administration matter has not received a response. The issue is affecting my research work.,Other,Other,True,test
2296,Payment record not updated,The fee transaction in the portal is not reflected. The amount was already paid successfully.,Fee,Fee,True,train
2904,IIGRS request pending,My iigrs grievance is awaiting action. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,test
627,Course work status not updated,My coursework completion status are missing from my record. I need the academic record corrected.,Course_Work,Course_Work,True,train
348,Problem with doctoral enrollment,My enrollment record is not reflecting the submitted information. The required documents are already available.,Registration,Registration,True,train
279,Unable to complete research registration,The research enrollment process cannot be completed. All requested information has been submitted.,Registration,Registration,True,train
2289,Research fee payment issue,The payment status has not been updated. I need the fee record corrected.,Fee,Fee,True,train
2439,Fellowship status pending,My research fellowship payment has not been updated. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
656,Course work status not updated,My coursework credits are missing from my record. I completed the required academic activities.,Course_Work,Course_Work,True,train
3014,Issue not covered by listed categories,My doctoral administrative problem is still pending. The issue is affecting my research work.,Other,Other,True,train
980,Problem with RAC proceedings,The next rac meeting requires review. I need the concerned office to confirm the next step.,RAC,RAC,True,train
1953,Doctoral defense date not received,My doctoral defense has not been communicated. I need confirmation of the next step.,Viva,Viva,True,test
908,RAC schedule not received,My rac schedule requires review. I have been waiting for an official update.,RAC,RAC,True,train
2802,Problem with RTI/IIGRS submission,The rti request submitted through the concerned process has not received a response. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
2761,Portal record correction request,My name and academic details is missing important information. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train
912,RAC approval pending,My rac meeting requires review. The matter is affecting my research timeline.,RAC,RAC,True,train
1967,Doctoral defense date not received,My viva voce examination has not been updated. I have completed the required pre-viva formalities.,Viva,Viva,True,validation
633,Course work credit issue,My coursework credits cannot be completed due to a portal issue. The issue is affecting my research progress.,Course_Work,Course_Work,True,test
1777,Delay in doctoral thesis assessment,The thesis assessment process has not been completed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
446,Problem with research supervisor,The supervisor assigned to my phd needs correction. The current information does not match my records.,Supervisor_Related,Supervisor_Related,True,validation
618,Course work credit issue,My coursework credits are showing an incorrect value. The concerned course has already been completed.,Course_Work,Course_Work,True,train
1407,Thesis submission status pending,The thesis submission status is showing an incorrect status. The issue is preventing me from moving to the next stage.,Thesis_Submission,Thesis_Submission,True,train
1229,Publication verification not completed,My publication record is awaiting verification. The delay is affecting my research documentation.,Publication_Verification,Publication_Verification,True,test
3062,Other research administration issue,A university research office matter does not fit the available grievance categories. I have already contacted the concerned office.,Other,Other,True,train
1300,Publication record verification issue,My research publication verification has not been completed. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,train
2725,Incorrect personal information in portal,My personal information in the research portal has not been corrected. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,train
3196,General research grievance,An issue related to my doctoral process requires clarification. I have submitted the relevant documents.,Other,Other,True,test
3061,Unclassified research-related issue,An administrative issue concerning my research does not fit the available grievance categories. The issue is affecting my research work.,Other,Other,True,validation
354,Registration request not processed,My phd registration is still pending. All requested information has been submitted.,Registration,Registration,True,test
614,Issue with research classes,My coursework completion status are not reflected correctly. The concerned course has already been completed.,Course_Work,Course_Work,True,train
1074,RDC meeting request pending,The status of my rdc case is still pending. The matter was submitted through the prescribed process.,RDC,RDC,True,train
2949,Issue related to RTI request,The rti request submitted through the concerned process has not been processed. I am waiting for an official response.,RTI_IIGRS,RTI_IIGRS,True,train
2014,Research status conversion issue,The change in my doctoral study mode is showing the old status. I need the change to be reflected in my academic record.,FT_PT_Conversion,FT_PT_Conversion,True,train
58,Issue with PhD admission status,The doctoral admission process is awaiting verification. I submitted all required documents on time.,PhD_Admission,PhD_Admission,True,train
1317,Publication verification not completed,The publication documents submitted for verification has not been processed. I have already provided the required evidence.,Publication_Verification,Publication_Verification,True,train
2660,Research portal data correction,The information displayed in my account is missing important information. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,train
2346,Research fee payment issue,The payment status is still pending. The issue is preventing completion of the required process.,Fee,Fee,True,train
2680,Research portal data correction,My personal information in the research portal shows outdated details. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,validation
1980,Viva voce scheduling issue,The viva schedule is awaiting confirmation. The delay is affecting completion of my PhD.,Viva,Viva,True,validation
1715,Thesis evaluation not updated,The status of my thesis review is still pending. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,validation
2404,Fellowship payment record incorrect,My scholarship payment has not been credited. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
1233,Research paper verification issue,My research publication verification has not been completed. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,train
1741,Thesis review status pending,My thesis evaluation has not progressed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,validation
1743,Thesis evaluation not updated,My thesis evaluation has not progressed. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,validation
561,Supervisor allocation issue,The doctoral supervision process is causing difficulty in continuing my research. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,train
708,Course work marks not reflected,My research coursework are missing from my record. I have supporting records for the completed work.,Course_Work,Course_Work,True,train
2249,Problem with doctoral fee,My semester research fee is not reflected. The amount was already paid successfully.,Fee,Fee,True,train
425,Supervisor details not updated,My request for a supervisor change is still pending. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train
648,Course work status not updated,My registered research courses cannot be completed due to a portal issue. I need the academic record corrected.,Course_Work,Course_Work,True,train
1942,Issue with viva examination,My doctoral defense is still pending. The delay is affecting completion of my PhD.,Viva,Viva,True,train
2601,Incorrect personal information in portal,The information displayed in my account is missing important information. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,validation
1223,Publication verification pending,The paper verification request is awaiting verification. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,test
1117,RDC meeting request pending,My research degree committee review has not progressed. I need confirmation from the concerned office.,RDC,RDC,True,validation
1006,Problem regarding RDC decision,The rdc decision appears to be awaiting review. The matter was submitted through the prescribed process.,RDC,RDC,True,validation
621,Course work credit issue,The coursework marks in the portal are showing an incorrect value. The concerned course has already been completed.,Course_Work,Course_Work,True,train
2977,Issue related to RTI request,The status of my iigrs request has not received a response. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
554,Supervisor allocation issue,The supervisor assigned to my phd is still pending. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,test
2844,IIGRS request pending,My grievance under the rti/iigrs process is awaiting action. The current status has not changed.,RTI_IIGRS,RTI_IIGRS,True,test
1609,Issue with thesis evaluation,My thesis evaluation requires clarification. My thesis has already been submitted.,Thesis_Evaluation,Thesis_Evaluation,True,train
999,RAC schedule not received,My rac meeting needs clarification. The matter is affecting my research timeline.,RAC,RAC,True,train
3015,Other research administration issue,A university research office matter has not received a response. I would like the matter to be reviewed.,Other,Other,True,train
1339,Publication verification pending,My research publication verification has not been completed. I have already provided the required evidence.,Publication_Verification,Publication_Verification,True,train
2930,Problem with RTI/IIGRS submission,My rti-related matter has not received a response. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
3183,Issue not covered by listed categories,A university research office matter has not been resolved. I have submitted the relevant documents.,Other,Other,True,validation
2910,IIGRS request pending,The status of my iigrs request requires clarification. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
