id,title,description,category,category_label,is_synthetic,split,text,cluster_id
462,Problem with research supervisor,My request for a supervisor change requires review. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,train,Problem with research supervisor. My request for a supervisor change requires review. I have already submitted the required request.,16
2408,Problem with monthly stipend,My research fellowship payment is still pending. The delay is causing difficulty in managing my research expenses.,Fellowship,Fellowship,True,train,Problem with monthly stipend. My research fellowship payment is still pending. The delay is causing difficulty in managing my research expenses.,14
2360,Fee transaction issue,The payment status is still pending. The payment was made before the deadline.,Fee,Fee,True,train,Fee transaction issue. The payment status is still pending. The payment was made before the deadline.,6
158,Problem during doctoral admission,The admission status in the research portal has not moved to the next stage. I have not received any further update.,PhD_Admission,PhD_Admission,True,train,Problem during doctoral admission. The admission status in the research portal has not moved to the next stage. I have not received any further update.,12
803,RAC meeting issue,The recommendations recorded by the rac has not been updated. I have been waiting for an official update.,RAC,RAC,True,test,RAC meeting issue. The recommendations recorded by the rac has not been updated. I have been waiting for an official update.,4
2119,Full-time part-time status change,My request to convert from full-time to part-time is still pending. I am waiting for confirmation from the concerned office.,FT_PT_Conversion,FT_PT_Conversion,True,train,Full-time part-time status change. My request to convert from full-time to part-time is still pending. I am waiting for confirmation from the concerned office.,10
1863,Viva voce scheduling issue,My viva voce examination has not been updated. I have not received the examination schedule.,Viva,Viva,True,train,Viva voce scheduling issue. My viva voce examination has not been updated. I have not received the examination schedule.,8
678,Course work status not updated,The coursework classes are not reflected correctly. I completed the required academic activities.,Course_Work,Course_Work,True,train,Course work status not updated. The coursework classes are not reflected correctly. I completed the required academic activities.,0
2203,Fee payment not reflected,The fee receipt is still pending. The issue is preventing completion of the required process.,Fee,Fee,True,train,Fee payment not reflected. The fee receipt is still pending. The issue is preventing completion of the required process.,6
1809,Issue with viva examination,The defense process is awaiting confirmation. I have not received the examination schedule.,Viva,Viva,True,test,Issue with viva examination. The defense process is awaiting confirmation. I have not received the examination schedule.,8
239,Registration status not updated,My doctoral registration status is still pending. The registration deadline is approaching.,Registration,Registration,True,test,Registration status not updated. My doctoral registration status is still pending. The registration deadline is approaching.,13
2845,IIGRS grievance status issue,My grievance under the rti/iigrs process is awaiting action. I am waiting for an official response.,RTI_IIGRS,RTI_IIGRS,True,test,IIGRS grievance status issue. My grievance under the rti/iigrs process is awaiting action. I am waiting for an official response.,5
3002,Research administration problem,My doctoral administrative problem has not received a response. The issue is affecting my research work.,Other,Other,True,test,Research administration problem. My doctoral administrative problem has not received a response. The issue is affecting my research work.,17
244,Unable to complete research registration,The registration details in the portal is showing an error. The registration deadline is approaching.,Registration,Registration,True,test,Unable to complete research registration. The registration details in the portal is showing an error. The registration deadline is approaching.,13
101,Issue with PhD admission status,The doctoral admission process is awaiting verification. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train,Issue with PhD admission status. The doctoral admission process is awaiting verification. The required documents were uploaded successfully.,12
316,Registration status not updated,My doctoral registration status has not been processed. The required documents are already available.,Registration,Registration,True,train,Registration status not updated. My doctoral registration status has not been processed. The required documents are already available.,13
1043,RDC meeting request pending,The rdc approval process requires clarification. The delay is affecting my research schedule.,RDC,RDC,True,train,RDC meeting request pending. The rdc approval process requires clarification. The delay is affecting my research schedule.,11
1188,RDC meeting request pending,The rdc approval process requires clarification. I have been waiting for the committee's decision.,RDC,RDC,True,train,RDC meeting request pending. The rdc approval process requires clarification. I have been waiting for the committee's decision.,11
1765,Delay in doctoral thesis assessment,The evaluation of my doctoral thesis has not been updated. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,train,Delay in doctoral thesis assessment. The evaluation of my doctoral thesis has not been updated. The delay is affecting the next stage of my doctoral process.,1
1000,RAC schedule not received,The research advisory committee process has not been communicated. I have been waiting for an official update.,RAC,RAC,True,train,RAC schedule not received. The research advisory committee process has not been communicated. I have been waiting for an official update.,4
2581,Problem with monthly stipend,The fellowship record has not been credited. The payment was expected for the current month.,Fellowship,Fellowship,True,test,Problem with monthly stipend. The fellowship record has not been credited. The payment was expected for the current month.,14
262,PhD registration issue,My phd registration is not reflecting the submitted information. The registration deadline is approaching.,Registration,Registration,True,train,PhD registration issue. My phd registration is not reflecting the submitted information. The registration deadline is approaching.,13
1033,RDC proposal status not updated,My research matter before the rdc is still pending. The delay is affecting my research schedule.,RDC,RDC,True,validation,RDC proposal status not updated. My research matter before the rdc is still pending. The delay is affecting my research schedule.,11
2668,Incorrect doctoral record,My research record in the portal needs to be updated. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train,Incorrect doctoral record. My research record in the portal needs to be updated. I request the concerned office to update the record.,9
196,Problem during doctoral admission,The admission status in the research portal is showing an incorrect status. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,validation,Problem during doctoral admission. The admission status in the research portal is showing an incorrect status. The application was submitted before the deadline.,12
2894,IIGRS request pending,My rti/iigrs case has not received a response. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train,IIGRS request pending. My rti/iigrs case has not received a response. I have the submission reference available.,5
3094,Research administration problem,A university research office matter needs attention from the concerned office. The issue is affecting my research work.,Other,Other,True,train,Research administration problem. A university research office matter needs attention from the concerned office. The issue is affecting my research work.,17
2723,Research portal data correction,My personal information in the research portal contains incorrect information. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train,Research portal data correction. My personal information in the research portal contains incorrect information. I have the correct supporting document.,9
180,PhD admission approval delayed,My doctoral admission application is awaiting verification. The required documents were uploaded successfully.,PhD_Admission,PhD_Admission,True,train,PhD admission approval delayed. My doctoral admission application is awaiting verification. The required documents were uploaded successfully.,12
835,RAC meeting issue,The research advisory committee process has not been communicated. The matter is affecting my research timeline.,RAC,RAC,True,test,RAC meeting issue. The research advisory committee process has not been communicated. The matter is affecting my research timeline.,4
843,Issue regarding RAC meeting,My rac schedule needs clarification. I have been waiting for an official update.,RAC,RAC,True,train,Issue regarding RAC meeting. My rac schedule needs clarification. I have been waiting for an official update.,4
2477,Stipend not credited,The fellowship record is still pending. The payment was expected for the current month.,Fellowship,Fellowship,True,test,Stipend not credited. The fellowship record is still pending. The payment was expected for the current month.,14
1079,Issue with RDC review,The rdc decision appears to be awaiting review. The delay is affecting my research schedule.,RDC,RDC,True,validation,Issue with RDC review. The rdc decision appears to be awaiting review. The delay is affecting my research schedule.,11
1633,Thesis evaluation not updated,The status of my thesis review has not progressed. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,validation,Thesis evaluation not updated. The status of my thesis review has not progressed. I would like the concerned office to verify the current status.,1
1581,Thesis submission not updated,My submitted thesis documents is not visible in the portal. I need confirmation that the submission was received.,Thesis_Submission,Thesis_Submission,True,train,Thesis submission not updated. My submitted thesis documents is not visible in the portal. I need confirmation that the submission was received.,7
341,Research registration pending,The research enrollment process cannot be completed. All requested information has been submitted.,Registration,Registration,True,train,Research registration pending. The research enrollment process cannot be completed. All requested information has been submitted.,13
2739,Research portal details need correction,My research record in the portal needs to be updated. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,validation,Research portal details need correction. My research record in the portal needs to be updated. The discrepancy is visible in my portal profile.,9
1346,Publication record verification issue,The paper verification request has not been updated. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,train,Publication record verification issue. The paper verification request has not been updated. The publication details are available for verification.,3
749,Course work status not updated,The coursework marks in the portal have not been updated. I completed the required academic activities.,Course_Work,Course_Work,True,train,Course work status not updated. The coursework marks in the portal have not been updated. I completed the required academic activities.,0
1226,Publication verification not completed,My publication record has not been processed. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,train,Publication verification not completed. My publication record has not been processed. The publication details are available for verification.,3
663,Course work status not updated,The coursework marks in the portal cannot be completed due to a portal issue. I need the academic record corrected.,Course_Work,Course_Work,True,train,Course work status not updated. The coursework marks in the portal cannot be completed due to a portal issue. I need the academic record corrected.,0
481,Problem with research supervisor,My supervision arrangement has not been finalized. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,train,Problem with research supervisor. My supervision arrangement has not been finalized. I have not received a clear update from the concerned office.,16
804,Issue regarding RAC meeting,My rac approval is still pending. I need the concerned office to confirm the next step.,RAC,RAC,True,train,Issue regarding RAC meeting. My rac approval is still pending. I need the concerned office to confirm the next step.,4
3182,Issue not covered by listed categories,An issue related to my doctoral process is still pending. I am requesting appropriate guidance on the next step.,Other,Other,True,train,Issue not covered by listed categories. An issue related to my doctoral process is still pending. I am requesting appropriate guidance on the next step.,17
2568,Research fellowship issue,My research fellowship payment has not been updated. I have not received any update from the concerned office.,Fellowship,Fellowship,True,train,Research fellowship issue. My research fellowship payment has not been updated. I have not received any update from the concerned office.,14
1617,Thesis evaluation delayed,The evaluation of my doctoral thesis has not been updated. I would like the concerned office to verify the current status.,Thesis_Evaluation,Thesis_Evaluation,True,train,Thesis evaluation delayed. The evaluation of my doctoral thesis has not been updated. I would like the concerned office to verify the current status.,1
2600,Research fellowship issue,The fellowship amount has not been released. The delay is causing difficulty in managing my research expenses.,Fellowship,Fellowship,True,train,Research fellowship issue. The fellowship amount has not been released. The delay is causing difficulty in managing my research expenses.,14
550,Supervisor allocation issue,My research supervisor allocation needs correction. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,validation,Supervisor allocation issue. My research supervisor allocation needs correction. I have not received a clear update from the concerned office.,16
1303,Research paper verification issue,The publication documents submitted for verification is still pending. The delay is affecting my research documentation.,Publication_Verification,Publication_Verification,True,train,Research paper verification issue. The publication documents submitted for verification is still pending. The delay is affecting my research documentation.,3
784,Problem with course credits,The coursework classes are showing an incorrect value. The concerned course has already been completed.,Course_Work,Course_Work,True,train,Problem with course credits. The coursework classes are showing an incorrect value. The concerned course has already been completed.,0
2891,IIGRS request pending,My iigrs grievance is still pending. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,test,IIGRS request pending. My iigrs grievance is still pending. I have the submission reference available.,5
2105,Full-time part-time status change,My request for a change of research status needs clarification. I submitted the required application.,FT_PT_Conversion,FT_PT_Conversion,True,validation,Full-time part-time status change. My request for a change of research status needs clarification. I submitted the required application.,10
743,Issue with research classes,My research coursework are missing from my record. I need the academic record corrected.,Course_Work,Course_Work,True,validation,Issue with research classes. My research coursework are missing from my record. I need the academic record corrected.,0
2578,Fellowship payment record incorrect,My pending stipend is showing an incorrect status. The payment was expected for the current month.,Fellowship,Fellowship,True,train,Fellowship payment record incorrect. My pending stipend is showing an incorrect status. The payment was expected for the current month.,14
2792,Incorrect doctoral record,My doctoral profile shows outdated details. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train,Incorrect doctoral record. My doctoral profile shows outdated details. I have the correct supporting document.,9
1963,Problem regarding doctoral defense,The viva schedule is still pending. The delay is affecting completion of my PhD.,Viva,Viva,True,test,Problem regarding doctoral defense. The viva schedule is still pending. The delay is affecting completion of my PhD.,15
966,RAC approval pending,My rac meeting has not been communicated. The matter is affecting my research timeline.,RAC,RAC,True,train,RAC approval pending. My rac meeting has not been communicated. The matter is affecting my research timeline.,4
3089,Other research administration issue,My research-related request has not received a response. I would like the matter to be reviewed.,Other,Other,True,train,Other research administration issue. My research-related request has not received a response. I would like the matter to be reviewed.,17
1049,Issue with RDC review,My rdc proposal has not progressed. The matter was submitted through the prescribed process.,RDC,RDC,True,train,Issue with RDC review. My rdc proposal has not progressed. The matter was submitted through the prescribed process.,11
2231,Problem with doctoral fee,The fee transaction in the portal has not been updated. The amount was already paid successfully.,Fee,Fee,True,train,Problem with doctoral fee. The fee transaction in the portal has not been updated. The amount was already paid successfully.,6
1028,Problem regarding RDC decision,My rdc proposal has not been communicated. The matter was submitted through the prescribed process.,RDC,RDC,True,test,Problem regarding RDC decision. My rdc proposal has not been communicated. The matter was submitted through the prescribed process.,11
2269,Research fee status pending,My doctoral fee record has not generated a receipt. I need the fee record corrected.,Fee,Fee,True,test,Research fee status pending. My doctoral fee record has not generated a receipt. I need the fee record corrected.,6
1158,Research Degree Committee issue,My rdc proposal has not progressed. The delay is affecting my research schedule.,RDC,RDC,True,train,Research Degree Committee issue. My rdc proposal has not progressed. The delay is affecting my research schedule.,11
248,Registration status not updated,My enrollment record has not been processed. All requested information has been submitted.,Registration,Registration,True,train,Registration status not updated. My enrollment record has not been processed. All requested information has been submitted.,13
872,RAC approval pending,The recommendations recorded by the rac requires review. The matter is affecting my research timeline.,RAC,RAC,True,train,RAC approval pending. The recommendations recorded by the rac requires review. The matter is affecting my research timeline.,4
3045,General research grievance,My doctoral administrative problem has not been resolved. I have submitted the relevant documents.,Other,Other,True,test,General research grievance. My doctoral administrative problem has not been resolved. I have submitted the relevant documents.,2
3025,Unclassified research-related issue,My research administration matter has not received a response. The issue is affecting my research work.,Other,Other,True,test,Unclassified research-related issue. My research administration matter has not received a response. The issue is affecting my research work.,17
2296,Payment record not updated,The fee transaction in the portal is not reflected. The amount was already paid successfully.,Fee,Fee,True,train,Payment record not updated. The fee transaction in the portal is not reflected. The amount was already paid successfully.,6
2904,IIGRS request pending,My iigrs grievance is awaiting action. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,test,IIGRS request pending. My iigrs grievance is awaiting action. I would like the concerned office to verify the matter.,5
627,Course work status not updated,My coursework completion status are missing from my record. I need the academic record corrected.,Course_Work,Course_Work,True,train,Course work status not updated. My coursework completion status are missing from my record. I need the academic record corrected.,0
348,Problem with doctoral enrollment,My enrollment record is not reflecting the submitted information. The required documents are already available.,Registration,Registration,True,train,Problem with doctoral enrollment. My enrollment record is not reflecting the submitted information. The required documents are already available.,13
279,Unable to complete research registration,The research enrollment process cannot be completed. All requested information has been submitted.,Registration,Registration,True,train,Unable to complete research registration. The research enrollment process cannot be completed. All requested information has been submitted.,13
2289,Research fee payment issue,The payment status has not been updated. I need the fee record corrected.,Fee,Fee,True,train,Research fee payment issue. The payment status has not been updated. I need the fee record corrected.,6
2439,Fellowship status pending,My research fellowship payment has not been updated. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train,Fellowship status pending. My research fellowship payment has not been updated. I have completed the required fellowship formalities.,14
656,Course work status not updated,My coursework credits are missing from my record. I completed the required academic activities.,Course_Work,Course_Work,True,train,Course work status not updated. My coursework credits are missing from my record. I completed the required academic activities.,0
3014,Issue not covered by listed categories,My doctoral administrative problem is still pending. The issue is affecting my research work.,Other,Other,True,train,Issue not covered by listed categories. My doctoral administrative problem is still pending. The issue is affecting my research work.,17
980,Problem with RAC proceedings,The next rac meeting requires review. I need the concerned office to confirm the next step.,RAC,RAC,True,train,Problem with RAC proceedings. The next rac meeting requires review. I need the concerned office to confirm the next step.,4
1953,Doctoral defense date not received,My doctoral defense has not been communicated. I need confirmation of the next step.,Viva,Viva,True,test,Doctoral defense date not received. My doctoral defense has not been communicated. I need confirmation of the next step.,15
908,RAC schedule not received,My rac schedule requires review. I have been waiting for an official update.,RAC,RAC,True,train,RAC schedule not received. My rac schedule requires review. I have been waiting for an official update.,4
2802,Problem with RTI/IIGRS submission,The rti request submitted through the concerned process has not received a response. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train,Problem with RTI/IIGRS submission. The rti request submitted through the concerned process has not received a response. I would like the concerned office to verify the matter.,5
2761,Portal record correction request,My name and academic details is missing important information. I request the concerned office to update the record.,Portal_Data_Correction,Portal_Data_Correction,True,train,Portal record correction request. My name and academic details is missing important information. I request the concerned office to update the record.,9
912,RAC approval pending,My rac meeting requires review. The matter is affecting my research timeline.,RAC,RAC,True,train,RAC approval pending. My rac meeting requires review. The matter is affecting my research timeline.,4
1967,Doctoral defense date not received,My viva voce examination has not been updated. I have completed the required pre-viva formalities.,Viva,Viva,True,validation,Doctoral defense date not received. My viva voce examination has not been updated. I have completed the required pre-viva formalities.,15
633,Course work credit issue,My coursework credits cannot be completed due to a portal issue. The issue is affecting my research progress.,Course_Work,Course_Work,True,test,Course work credit issue. My coursework credits cannot be completed due to a portal issue. The issue is affecting my research progress.,0
1777,Delay in doctoral thesis assessment,The thesis assessment process has not been completed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train,Delay in doctoral thesis assessment. The thesis assessment process has not been completed. I have not received an official evaluation status.,1
446,Problem with research supervisor,The supervisor assigned to my phd needs correction. The current information does not match my records.,Supervisor_Related,Supervisor_Related,True,validation,Problem with research supervisor. The supervisor assigned to my phd needs correction. The current information does not match my records.,16
618,Course work credit issue,My coursework credits are showing an incorrect value. The concerned course has already been completed.,Course_Work,Course_Work,True,train,Course work credit issue. My coursework credits are showing an incorrect value. The concerned course has already been completed.,0
1407,Thesis submission status pending,The thesis submission status is showing an incorrect status. The issue is preventing me from moving to the next stage.,Thesis_Submission,Thesis_Submission,True,train,Thesis submission status pending. The thesis submission status is showing an incorrect status. The issue is preventing me from moving to the next stage.,7
1229,Publication verification not completed,My publication record is awaiting verification. The delay is affecting my research documentation.,Publication_Verification,Publication_Verification,True,test,Publication verification not completed. My publication record is awaiting verification. The delay is affecting my research documentation.,3
3062,Other research administration issue,A university research office matter does not fit the available grievance categories. I have already contacted the concerned office.,Other,Other,True,train,Other research administration issue. A university research office matter does not fit the available grievance categories. I have already contacted the concerned office.,2
1300,Publication record verification issue,My research publication verification has not been completed. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,train,Publication record verification issue. My research publication verification has not been completed. I need the verification for my academic record.,3
2725,Incorrect personal information in portal,My personal information in the research portal has not been corrected. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,train,Incorrect personal information in portal. My personal information in the research portal has not been corrected. The discrepancy is visible in my portal profile.,9
3196,General research grievance,An issue related to my doctoral process requires clarification. I have submitted the relevant documents.,Other,Other,True,test,General research grievance. An issue related to my doctoral process requires clarification. I have submitted the relevant documents.,2
3061,Unclassified research-related issue,An administrative issue concerning my research does not fit the available grievance categories. The issue is affecting my research work.,Other,Other,True,validation,Unclassified research-related issue. An administrative issue concerning my research does not fit the available grievance categories. The issue is affecting my research work.,2
354,Registration request not processed,My phd registration is still pending. All requested information has been submitted.,Registration,Registration,True,test,Registration request not processed. My phd registration is still pending. All requested information has been submitted.,13
614,Issue with research classes,My coursework completion status are not reflected correctly. The concerned course has already been completed.,Course_Work,Course_Work,True,train,Issue with research classes. My coursework completion status are not reflected correctly. The concerned course has already been completed.,0
1074,RDC meeting request pending,The status of my rdc case is still pending. The matter was submitted through the prescribed process.,RDC,RDC,True,train,RDC meeting request pending. The status of my rdc case is still pending. The matter was submitted through the prescribed process.,11
2949,Issue related to RTI request,The rti request submitted through the concerned process has not been processed. I am waiting for an official response.,RTI_IIGRS,RTI_IIGRS,True,train,Issue related to RTI request. The rti request submitted through the concerned process has not been processed. I am waiting for an official response.,5
2014,Research status conversion issue,The change in my doctoral study mode is showing the old status. I need the change to be reflected in my academic record.,FT_PT_Conversion,FT_PT_Conversion,True,train,Research status conversion issue. The change in my doctoral study mode is showing the old status. I need the change to be reflected in my academic record.,10
58,Issue with PhD admission status,The doctoral admission process is awaiting verification. I submitted all required documents on time.,PhD_Admission,PhD_Admission,True,train,Issue with PhD admission status. The doctoral admission process is awaiting verification. I submitted all required documents on time.,12
1317,Publication verification not completed,The publication documents submitted for verification has not been processed. I have already provided the required evidence.,Publication_Verification,Publication_Verification,True,train,Publication verification not completed. The publication documents submitted for verification has not been processed. I have already provided the required evidence.,3
2660,Research portal data correction,The information displayed in my account is missing important information. The discrepancy is visible in my portal profile.,Portal_Data_Correction,Portal_Data_Correction,True,train,Research portal data correction. The information displayed in my account is missing important information. The discrepancy is visible in my portal profile.,9
2346,Research fee payment issue,The payment status is still pending. The issue is preventing completion of the required process.,Fee,Fee,True,train,Research fee payment issue. The payment status is still pending. The issue is preventing completion of the required process.,6
2680,Research portal data correction,My personal information in the research portal shows outdated details. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,validation,Research portal data correction. My personal information in the research portal shows outdated details. The incorrect information may affect official records.,9
1980,Viva voce scheduling issue,The viva schedule is awaiting confirmation. The delay is affecting completion of my PhD.,Viva,Viva,True,validation,Viva voce scheduling issue. The viva schedule is awaiting confirmation. The delay is affecting completion of my PhD.,8
1715,Thesis evaluation not updated,The status of my thesis review is still pending. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,validation,Thesis evaluation not updated. The status of my thesis review is still pending. I have not received an official evaluation status.,1
2404,Fellowship payment record incorrect,My scholarship payment has not been credited. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train,Fellowship payment record incorrect. My scholarship payment has not been credited. I have completed the required fellowship formalities.,14
1233,Research paper verification issue,My research publication verification has not been completed. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,train,Research paper verification issue. My research publication verification has not been completed. I submitted the publication documents as requested.,3
1741,Thesis review status pending,My thesis evaluation has not progressed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,validation,Thesis review status pending. My thesis evaluation has not progressed. I have not received an official evaluation status.,1
1743,Thesis evaluation not updated,My thesis evaluation has not progressed. The delay is affecting the next stage of my doctoral process.,Thesis_Evaluation,Thesis_Evaluation,True,validation,Thesis evaluation not updated. My thesis evaluation has not progressed. The delay is affecting the next stage of my doctoral process.,1
561,Supervisor allocation issue,The doctoral supervision process is causing difficulty in continuing my research. I have not received a clear update from the concerned office.,Supervisor_Related,Supervisor_Related,True,train,Supervisor allocation issue. The doctoral supervision process is causing difficulty in continuing my research. I have not received a clear update from the concerned office.,16
708,Course work marks not reflected,My research coursework are missing from my record. I have supporting records for the completed work.,Course_Work,Course_Work,True,train,Course work marks not reflected. My research coursework are missing from my record. I have supporting records for the completed work.,0
2249,Problem with doctoral fee,My semester research fee is not reflected. The amount was already paid successfully.,Fee,Fee,True,train,Problem with doctoral fee. My semester research fee is not reflected. The amount was already paid successfully.,6
425,Supervisor details not updated,My request for a supervisor change is still pending. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train,Supervisor details not updated. My request for a supervisor change is still pending. The matter has remained unresolved for several days.,16
648,Course work status not updated,My registered research courses cannot be completed due to a portal issue. I need the academic record corrected.,Course_Work,Course_Work,True,train,Course work status not updated. My registered research courses cannot be completed due to a portal issue. I need the academic record corrected.,0
1942,Issue with viva examination,My doctoral defense is still pending. The delay is affecting completion of my PhD.,Viva,Viva,True,train,Issue with viva examination. My doctoral defense is still pending. The delay is affecting completion of my PhD.,15
2601,Incorrect personal information in portal,The information displayed in my account is missing important information. The incorrect information may affect official records.,Portal_Data_Correction,Portal_Data_Correction,True,validation,Incorrect personal information in portal. The information displayed in my account is missing important information. The incorrect information may affect official records.,9
1223,Publication verification pending,The paper verification request is awaiting verification. I need the verification for my academic record.,Publication_Verification,Publication_Verification,True,test,Publication verification pending. The paper verification request is awaiting verification. I need the verification for my academic record.,3
1117,RDC meeting request pending,My research degree committee review has not progressed. I need confirmation from the concerned office.,RDC,RDC,True,validation,RDC meeting request pending. My research degree committee review has not progressed. I need confirmation from the concerned office.,11
1006,Problem regarding RDC decision,The rdc decision appears to be awaiting review. The matter was submitted through the prescribed process.,RDC,RDC,True,validation,Problem regarding RDC decision. The rdc decision appears to be awaiting review. The matter was submitted through the prescribed process.,11
621,Course work credit issue,The coursework marks in the portal are showing an incorrect value. The concerned course has already been completed.,Course_Work,Course_Work,True,train,Course work credit issue. The coursework marks in the portal are showing an incorrect value. The concerned course has already been completed.,0
2977,Issue related to RTI request,The status of my iigrs request has not received a response. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train,Issue related to RTI request. The status of my iigrs request has not received a response. I have the submission reference available.,5
554,Supervisor allocation issue,The supervisor assigned to my phd is still pending. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,test,Supervisor allocation issue. The supervisor assigned to my phd is still pending. I have already submitted the required request.,16
2844,IIGRS request pending,My grievance under the rti/iigrs process is awaiting action. The current status has not changed.,RTI_IIGRS,RTI_IIGRS,True,test,IIGRS request pending. My grievance under the rti/iigrs process is awaiting action. The current status has not changed.,5
1609,Issue with thesis evaluation,My thesis evaluation requires clarification. My thesis has already been submitted.,Thesis_Evaluation,Thesis_Evaluation,True,train,Issue with thesis evaluation. My thesis evaluation requires clarification. My thesis has already been submitted.,1
999,RAC schedule not received,My rac meeting needs clarification. The matter is affecting my research timeline.,RAC,RAC,True,train,RAC schedule not received. My rac meeting needs clarification. The matter is affecting my research timeline.,4
3015,Other research administration issue,A university research office matter has not received a response. I would like the matter to be reviewed.,Other,Other,True,train,Other research administration issue. A university research office matter has not received a response. I would like the matter to be reviewed.,17
1339,Publication verification pending,My research publication verification has not been completed. I have already provided the required evidence.,Publication_Verification,Publication_Verification,True,train,Publication verification pending. My research publication verification has not been completed. I have already provided the required evidence.,3
2930,Problem with RTI/IIGRS submission,My rti-related matter has not received a response. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train,Problem with RTI/IIGRS submission. My rti-related matter has not received a response. I would like the concerned office to verify the matter.,5
3183,Issue not covered by listed categories,A university research office matter has not been resolved. I have submitted the relevant documents.,Other,Other,True,validation,Issue not covered by listed categories. A university research office matter has not been resolved. I have submitted the relevant documents.,17
2910,IIGRS request pending,The status of my iigrs request requires clarification. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train,IIGRS request pending. The status of my iigrs request requires clarification. I would like the concerned office to verify the matter.,5
441,Supervisor details not updated,The supervisor information in the portal has not been updated. I need clarification before proceeding with my research.,Supervisor_Related,Supervisor_Related,True,test,Supervisor details not updated. The supervisor information in the portal has not been updated. I need clarification before proceeding with my research.,16
509,Issue regarding doctoral supervision,My request for a supervisor change has not been updated. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,train,Issue regarding doctoral supervision. My request for a supervisor change has not been updated. I have already submitted the required request.,16
590,Supervisor allocation issue,My supervision arrangement is causing difficulty in continuing my research. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train,Supervisor allocation issue. My supervision arrangement is causing difficulty in continuing my research. The matter has remained unresolved for several days.,16
2209,Research fee status pending,The fee receipt has not generated a receipt. The payment was made before the deadline.,Fee,Fee,True,train,Research fee status pending. The fee receipt has not generated a receipt. The payment was made before the deadline.,6
650,Course work registration problem,My registered research courses are showing an incorrect value. I have supporting records for the completed work.,Course_Work,Course_Work,True,train,Course work registration problem. My registered research courses are showing an incorrect value. I have supporting records for the completed work.,0
2307,Research fee payment issue,My semester research fee has not been updated. The payment was made before the deadline.,Fee,Fee,True,test,Research fee payment issue. My semester research fee has not been updated. The payment was made before the deadline.,6
1722,Problem regarding thesis evaluation,My thesis review status appears to be delayed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train,Problem regarding thesis evaluation. My thesis review status appears to be delayed. I have not received an official evaluation status.,1
1358,Publication verification pending,The publication documents submitted for verification is awaiting verification. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,train,Publication verification pending. The publication documents submitted for verification is awaiting verification. The publication details are available for verification.,3
1378,Publication verification pending,My research article verification has not been updated. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,validation,Publication verification pending. My research article verification has not been updated. I submitted the publication documents as requested.,3
2911,IIGRS request pending,My rti-related matter has not been updated. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,test,IIGRS request pending. My rti-related matter has not been updated. I have the submission reference available.,5
631,Course work registration problem,My coursework credits are still pending. I need the academic record corrected.,Course_Work,Course_Work,True,train,Course work registration problem. My coursework credits are still pending. I need the academic record corrected.,0
